material_id,formula,chemsys,elements,nelements,nsites,volume,density,crystal_system,spacegroup_symbol,spacegroup_number,band_gap,is_gap_direct,is_metal,efermi,e_electronic,e_ionic,e_total,n_refractive,weighted_work_function,weighted_surface_energy,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,total_magnetization,total_magnetization_normalized_vol,ordering,num_magnetic_sites,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,theoretical,deprecated,has_props,possible_species,database_IDs,site_density,is_pv_candidate,is_ibsc_candidate,near_hull,gap_category,has_dielectric_data,has_elastic_data,has_experimental_ref
mp-1236176,LiV6O11F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,19,198.66895176347012,4.242532143182385,Triclinic,P1,1,0.8410000000000001,False,False,3.22142274,,,,,,,-8.417988796842105,-2.483579180175438,0.109677260592102,False,,7.9986903,0.040261400832894007,FM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V4+', 'V3+', 'Li+']",{},0.09563648386598872,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1283454,Li2NiO2F,F-Li-Ni-O,"['F', 'Li', 'Ni', 'O']",4,24,206.8377850285905,3.9682717574392212,Triclinic,P1,1,0.055299999999999,False,False,2.81095587,,,,,,,-5.616599906666667,-2.048640440277777,0.0049397238888880006,False,,3.999855799999999,0.019338129150083,FM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'Ni3+', 'Li+']",{},0.11603295788863026,False,False,True,Gap estreito (<1.0 eV),False,False,False
mp-1291989,LiV3O5F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,20,212.89625365824992,4.036544385248277,Triclinic,P1,1,0.9853000000000001,False,False,3.22986636,,,,,,,-8.1531044725,-2.5716746248333333,0.08529125362499901,False,,10.0002323,0.046972326324035,FM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V4+', 'V3+', 'Li+']",{},0.09394247036448489,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1290583,LiCo5O7F,Co-F-Li-O,"['Co', 'F', 'Li', 'O']",4,28,293.7915941334404,4.890209052965704,Triclinic,P1,1,0.0,False,True,2.40751726,,,,,,,-6.741664134285714,-1.4469794288095241,0.09312787188775401,False,,0.224607199999999,0.0007645120026740001,FiM,14,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'Co3+', 'Li+', 'Co2+']",{},0.09530565393672351,False,False,False,Metal,False,False,False
mp-1301550,Li2VO2F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,24,216.23533795828155,3.557694208553256,Triclinic,P1,1,1.0077,False,False,4.40413556,,,,,,,-6.770561351666667,-2.651973653611111,0.06546633916666801,False,,0.004676299999999,2.1625974940794383e-05,AFM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V3+', 'Li+']",{},0.11099018424375362,True,False,False,Janela PV (1.0–1.8 eV),False,False,False
mp-1301584,LiV5O7F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,28,317.9981955683682,4.100643066314833,Triclinic,P1,1,0.0018000000000000002,False,False,4.3397702,,,,,,,-8.49687164,-2.505583595238095,0.058647753065477,False,,21.9999346,0.06918257684034501,FM,10,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V3+', 'V2+', 'Li+']",{},0.08805081409331496,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1305320,Li8CoO5F,Co-F-Li-O,"['Co', 'F', 'Li', 'O']",4,30,267.0686177290166,2.6543966367047123,Triclinic,P1,1,0.0,False,True,1.23367442,,,,,,,-5.304387383333333,-2.033823579777777,0.09061216000000001,False,,0.2766923,0.00103603449313,FiM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'Co3+', 'Li+']",{},0.1123306821112159,False,False,False,Metal,False,False,False
mp-1316403,Li8CoO5F,Co-F-Li-O,"['Co', 'F', 'Li', 'O']",4,30,266.26910208375705,2.66236688793988,Triclinic,P1,1,0.9538999999999991,False,False,1.29531678,,,,,,,-5.323484447666667,-2.052920644111111,0.071515095666667,False,,0.002436,9.148639406286566e-06,AFM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'Co3+', 'Li+']",{},0.1126679729838247,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1329061,Li4V5O9F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,19,193.8586372224009,3.815724803112796,Triclinic,P1,1,0.0,False,True,5.00254205,,,,,,,-5.615744213157894,-0.378864042807017,2.196274207697369,False,,0.2886157,0.001488794639925,FiM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V3+', 'Li+']",{},0.09800956135992324,False,False,False,Metal,False,False,False
mp-1346483,Li4FeO3F,F-Fe-Li-O,"['F', 'Fe', 'Li', 'O']",4,18,191.73752125491694,2.608633783577137,Triclinic,P1,1,0.07979999999999901,False,False,1.16821898,,,,,,,-4.698829541111111,-1.047335311481481,1.222611133749998,False,,1.9997791,0.010429774448483,FiM,3,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Fe3+', 'O2-', 'Li+', 'F-']",{},0.09387833889887844,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1367903,Li3VO3F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,32,289.70258902949985,3.181445268542645,Triclinic,P1,1,0.0,False,True,3.74906681,,,,,,,-3.654241683125,0.29180957437500005,2.957816931562496,False,,0.1305744,0.00045071878866300005,FiM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V2+', 'Li+', 'O-']",{},0.11045810845943632,False,False,False,Metal,False,False,False
mp-1373278,Li2VO3F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,28,283.5551485214626,3.087828696015025,Triclinic,P1,1,0.0,False,True,3.16592027,,,,,,,-4.039516785000001,0.19755281404761801,2.83602413642857,False,,0.0692112,0.000244083735953,FM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V3+', 'V2+', 'Li+', 'O-']",{},0.0987462232514556,False,False,False,Metal,False,False,False
mp-1392200,Li7VO5F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,14,127.5267285601096,2.585000812297426,Triclinic,P1,1,1.3787,False,False,1.70614558,,,,,,,-4.923792671428572,-1.416648133095239,0.990326605535714,False,,0.999731599999999,0.007839388740602,FM,1,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'V4+', 'Li+']",{},0.1097809075640258,True,False,False,Janela PV (1.0–1.8 eV),False,False,False
mp-1399494,LiMn3O5F,F-Li-Mn-O,"['F', 'Li', 'Mn', 'O']",4,10,103.81439834506033,4.330727270505517,Triclinic,P1,1,0.0,False,True,3.88863617,,,,,,,-1.9790118700000001,3.625850744287356,5.812520622104164,False,,6.9987068,0.06741556962780401,FM,3,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'Li+', 'Mn3.33+']",{},0.09632575210580911,False,False,False,Metal,False,False,False
mp-1406703,Li4CoO3F,Co-F-Li-O,"['Co', 'F', 'Li', 'O']",4,18,186.58868640883276,2.735584467817501,Triclinic,P1,1,0.08319999999999901,False,False,1.33325692,,,,,,,-4.391751236111111,-0.8887686164814811,1.277559007222222,False,,0.000322099999999,1.726256860473575e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'Co3+', 'Li+', 'O-', 'Co2+']",{},0.09646887143286043,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1442958,LiV3O5F,F-Li-O-V,"['F', 'Li', 'O', 'V']",4,10,106.45489182491455,4.036287870913402,Triclinic,P1,1,0.0,False,True,4.22557281,,,,,,,-2.932010328,2.649419519666666,5.306385398125,False,,2.9997712,0.028178800885296004,FM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'O2-', 'Li+', 'V3.33+']",{},0.09393650050809232,False,False,False,Metal,False,False,False
mp-2219010,MgFe4O7F,F-Fe-Mg-O,"['F', 'Fe', 'Mg', 'O']",4,13,151.08409412865737,4.161997424342286,Triclinic,P1,1,0.08759999999999901,False,False,1.86277807,,,,,,,-7.289799657692308,-1.74671240653846,0.26154889673076903,False,,19.0000005,0.125757781516168,FM,7,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']",[],{},0.0860447956151473,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-2218749,MgMn4O7F,F-Mg-Mn-O,"['F', 'Mg', 'Mn', 'O']",4,13,147.8798562708206,4.211442244340714,Triclinic,P1,1,0.0,False,True,2.35155805,,,,,,,-7.795404588461538,-2.039396081286471,0.229644158950317,False,,15.0000003,0.10143369542184001,FM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'O2-', 'F-', 'Mn3+', 'Mn4+']",{},0.08790920094074461,False,False,False,Metal,False,False,False
mp-2219078,MgFe4O7F,F-Fe-Mg-O,"['F', 'Fe', 'Mg', 'O']",4,13,155.7767514641805,4.036620385983266,Triclinic,P1,1,0.07939999999999901,False,False,1.8557838800000002,,,,,,,-7.297552640769231,-1.754465389615383,0.253795913653846,False,,9.0000001,0.057774988985243005,FM,8,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']",[],{},0.08345276094032064,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-2219542,MgFe4O7F,F-Fe-Mg-O,"['F', 'Fe', 'Mg', 'O']",4,13,152.94244564366542,4.111426412570928,Triclinic,P1,1,0.102899999999999,False,False,1.97555379,,,,,,,-7.367706761538462,-1.8246195103846141,0.18364179288461502,False,,19.0000004,0.12422974093318301,FM,9,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'Fe3+', 'F-', 'O2-', 'Fe4+']",{},0.08499929463850858,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-2227865,MgMn4O7F,F-Mg-Mn-O,"['F', 'Mg', 'Mn', 'O']",4,13,153.577300362561,4.05520524397621,Triclinic,P1,1,0.8260999999999991,False,False,2.09129734,,,,,,,-7.9137953538461545,-2.157786846671086,0.111253393565701,False,,8.9999998,0.058602409202095,FM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'O2-', 'F-', 'Mn3+', 'Mn4+']",{},0.08464792628409253,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-2230135,MgMn6O11F,F-Mg-Mn-O,"['F', 'Mg', 'Mn', 'O']",4,19,212.74079339521757,4.284610930220191,Triclinic,P1,1,0.2419,False,False,2.01411754,,,,,,,-7.943830914736841,-1.9994106411887462,0.128625709720388,False,,20.9999991,0.09871167050217401,FM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'O2-', 'F-', 'Mn3+', 'Mn4+']",{},0.08931056285337291,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-2230227,MgMn6O11F,F-Mg-Mn-O,"['F', 'Mg', 'Mn', 'O']",4,19,205.4122556594788,4.437473926560247,Triclinic,P1,1,0.0,False,True,2.53569935,,,,,,,-7.921129733157895,-1.9767094596098,0.15132689129933402,False,,20.999722,0.10223207925242801,FiM,7,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'O2-', 'F-', 'Mn3+', 'Mn4+']",{},0.09249691523517059,False,False,False,Metal,False,False,False
mp-2230245,MgMn6O11F,F-Mg-Mn-O,"['F', 'Mg', 'Mn', 'O']",4,19,209.18213204233814,4.357501856326698,Triclinic,P1,1,0.0,False,True,2.48810057,,,,,,,-7.951865304210526,-2.007445030662432,0.12059132024670301,False,,20.9999999,0.100390983182777,FM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'O2-', 'F-', 'Mn3+', 'Mn4+']",{},0.09082993759789401,False,False,False,Metal,False,False,False
mp-2230391,MgFe6O11F,F-Fe-Mg-O,"['F', 'Fe', 'Mg', 'O']",4,19,206.34416843779877,4.461224859946782,Triclinic,P1,1,0.0,False,True,2.08494249,,,,,,,-7.266167324736843,-1.540271498157894,0.28303659171052903,False,,22.9953584,0.11144176534812901,FM,7,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']",[],{},0.09207917114327095,False,False,False,Metal,False,False,False
mp-2230454,MgFe6O11F,F-Fe-Mg-O,"['F', 'Fe', 'Mg', 'O']",4,19,212.1515165770731,4.339105130107923,Triclinic,P1,1,0.0,False,True,2.05516962,,,,,,,-7.325443523684211,-1.5995476971052631,0.223760392763161,False,,22.9999999,0.10841308264531901,FM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'Fe3+', 'F-', 'O2-', 'Fe4+']",{},0.08955863387899675,False,False,False,Metal,False,False,False
